customerId,transactionDtDate,transactionAmount,merchantName,transactionType,cardPresent,isFraud,nextTransAmt,nextTransDate,nextMerchantName,nextTransType,nextIsFraud,durationBetweenTrans
102204865,2016-04-06,57.01,Domino's Pizza #412367,PURCHASE,True,False,57.01,2016-05-05,Domino's Pizza #412367,REVERSAL,False,29
102755773,2016-09-15,1.6,Burger King #911143,PURCHASE,True,False,1.6,2016-09-18,Burger King #911143,REVERSAL,False,3
102755773,2016-10-07,93.01,Domino's Pizza #875198,PURCHASE,True,False,93.01,2016-10-13,Domino's Pizza #875198,REVERSAL,False,6
102755773,2016-09-24,637.82,Hardee's #283538,PURCHASE,True,False,637.82,2016-09-24,Hardee's #283538,REVERSAL,False,0
102755773,2016-05-22,38.25,Hardee's #742684,PURCHASE,True,False,38.25,2016-05-30,Hardee's #742684,REVERSAL,False,8
102755773,2016-06-12,55.05,Subway #105984,PURCHASE,True,False,55.05,2016-07-05,Subway #105984,REVERSAL,False,23
102755773,2016-09-11,269.2,Wendys #436638,PURCHASE,True,False,269.2,2016-10-08,Wendys #436638,REVERSAL,False,27
102755773,2016-10-26,58.6,apple.com,PURCHASE,False,True,58.6,2016-10-26,apple.com,REVERSAL,True,0
102755773,2016-07-31,20.15,cheapfast.com,PURCHASE,False,False,20.15,2016-08-10,cheapfast.com,REVERSAL,False,10
102755773,2016-09-14,49.94,ebay.com,PURCHASE,False,True,49.94,2016-09-14,ebay.com,REVERSAL,True,0
102755773,2016-04-01,285.97,ebay.com,PURCHASE,False,False,285.97,2016-04-01,ebay.com,REVERSAL,False,0
102755773,2016-10-08,81.69,gap.com,PURCHASE,False,False,81.69,2016-10-27,gap.com,REVERSAL,False,19
102755773,2016-01-29,53.78,target.com,PURCHASE,False,False,53.78,2016-02-02,target.com,REVERSAL,False,4
102755773,2016-06-04,374.84,walmart.com,PURCHASE,False,False,374.84,2016-06-04,walmart.com,REVERSAL,False,0
102980467,2016-06-04,303.61,Seattle News,PURCHASE,False,False,303.61,2016-06-23,Seattle News,REVERSAL,False,19
102980467,2016-10-23,289.34,Wall Street Times,PURCHASE,True,False,289.34,2016-10-23,Wall Street Times,REVERSAL,False,0
103111023,2016-06-10,60.95,Domino's Pizza #878113,PURCHASE,True,False,60.95,2016-06-10,Domino's Pizza #878113,REVERSAL,False,0
103111023,2016-12-11,190.64,Krispy Kreme #827835,PURCHASE,True,False,190.64,2016-12-11,Krispy Kreme #827835,REVERSAL,False,0
103449775,2016-05-26,185.91,sears.com,PURCHASE,False,False,185.91,2016-05-26,sears.com,REVERSAL,False,0
104048186,2016-09-04,29.69,Krispy Kreme #762210,PURCHASE,True,False,29.69,2016-09-28,Krispy Kreme #762210,REVERSAL,False,24
104068835,2016-06-05,191.19,AMC #191138,PURCHASE,True,False,191.19,2016-07-03,AMC #191138,REVERSAL,False,28
104068835,2016-03-12,21.34,AMC #74121,PURCHASE,True,False,21.34,2016-03-12,AMC #74121,REVERSAL,False,0
104068835,2016-04-04,104.81,AMC #74121,PURCHASE,True,False,104.81,2016-04-04,AMC #74121,REVERSAL,False,0
104068835,2016-05-19,324.34,AMC #74121,PURCHASE,True,False,324.34,2016-05-31,AMC #74121,REVERSAL,False,12
104068835,2016-08-07,77.67,AMC #79863,PURCHASE,True,False,77.67,2016-08-26,AMC #79863,REVERSAL,False,19
104068835,2016-07-05,60.53,Chicago News,PURCHASE,False,False,60.53,2016-07-11,Chicago News,REVERSAL,False,6
104096207,2016-05-06,98.95,oldnavy.com,PURCHASE,False,False,98.95,2016-05-17,oldnavy.com,REVERSAL,False,11
104470697,2016-06-01,7.97,Hyatt House #862059,PURCHASE,False,False,7.97,2016-06-20,Hyatt House #862059,REVERSAL,False,19
104852420,2016-06-30,113.32,Burger King #309574,PURCHASE,True,False,113.32,2016-07-09,Burger King #309574,REVERSAL,False,9
104852420,2016-04-01,461.3,EZ Putt Putt #804489,PURCHASE,True,False,461.3,2016-04-01,EZ Putt Putt #804489,REVERSAL,False,0
105418907,2016-10-15,323.28,Fresh Online Services,PURCHASE,False,False,323.28,2016-11-02,Fresh Online Services,REVERSAL,False,18
105418907,2016-08-22,135.9,staples.com,PURCHASE,False,False,135.9,2016-08-22,staples.com,REVERSAL,False,0
105730883,2016-08-26,654.51,1st Sandwitch Bar #758805,PURCHASE,True,False,654.51,2016-08-26,1st Sandwitch Bar #758805,REVERSAL,False,0
105730883,2016-12-29,52.17,EZ Putt Putt #69446,PURCHASE,False,False,52.17,2016-12-29,EZ Putt Putt #69446,REVERSAL,False,0
105730883,2016-11-19,3.77,Franks Restaurant,PURCHASE,True,False,3.77,2016-12-19,Franks Restaurant,REVERSAL,False,30
105730883,2016-02-21,59.84,discount.com,PURCHASE,False,True,59.84,2016-03-16,discount.com,REVERSAL,True,24
105730883,2016-03-05,10.09,oldnavy.com,PURCHASE,False,False,10.09,2016-03-12,oldnavy.com,REVERSAL,False,7
105730883,2016-07-30,296.02,oldnavy.com,PURCHASE,False,False,296.02,2016-08-04,oldnavy.com,REVERSAL,False,5
105730883,2016-12-09,109.42,sears.com,PURCHASE,False,False,109.42,2016-12-29,sears.com,REVERSAL,False,20
106159813,2016-05-16,227.39,Auntie Anne's #505876,PURCHASE,False,False,227.39,2016-06-09,Auntie Anne's #505876,REVERSAL,False,24
106159813,2016-08-28,157.23,Domino's Pizza #863442,PURCHASE,True,False,157.23,2016-08-28,Domino's Pizza #863442,REVERSAL,False,0
106159813,2016-12-26,249.34,Dunkin' Donuts #758101,PURCHASE,True,False,249.34,2016-12-26,Dunkin' Donuts #758101,REVERSAL,False,0
106159813,2016-03-10,29.55,Five Guys #789298,PURCHASE,True,False,29.55,2016-03-21,Five Guys #789298,REVERSAL,False,11
106159813,2016-12-08,140.71,Hilton Hotels #186828,PURCHASE,True,False,140.71,2016-12-08,Hilton Hotels #186828,REVERSAL,False,0
106159813,2016-05-25,54.94,Hilton Hotels #278076,PURCHASE,True,False,54.94,2016-06-21,Hilton Hotels #278076,REVERSAL,False,27
106159813,2016-07-25,134.04,Hilton Hotels #46842,PURCHASE,False,False,134.04,2016-08-10,Hilton Hotels #46842,REVERSAL,False,16
106159813,2016-09-09,61.3,Hilton Hotels #787468,PURCHASE,True,False,61.3,2016-09-18,Hilton Hotels #787468,REVERSAL,False,9
106159813,2016-09-11,118.84,Hyatt House #418834,PURCHASE,False,False,118.84,2016-10-09,Hyatt House #418834,REVERSAL,False,28
106159813,2016-01-20,220.1,Hyatt House #551924,PURCHASE,False,False,220.1,2016-02-08,Hyatt House #551924,REVERSAL,False,19
106159813,2016-10-06,114.4,Hyatt House #687337,PURCHASE,True,False,114.4,2016-10-06,Hyatt House #687337,REVERSAL,False,0
106159813,2016-02-27,100.57,KFC #246109,PURCHASE,True,False,100.57,2016-03-25,KFC #246109,REVERSAL,False,27
106159813,2016-01-10,73.78,Popeyes #607406,PURCHASE,True,False,73.78,2016-01-10,Popeyes #607406,REVERSAL,False,0
106159813,2016-08-10,62.41,Quizno's #819734,PURCHASE,True,False,62.41,2016-08-10,Quizno's #819734,REVERSAL,False,0
106159813,2016-03-25,0.1,Rodeway Inn #268900,PURCHASE,True,False,0.1,2016-04-22,Rodeway Inn #268900,REVERSAL,False,28
106159813,2016-11-05,64.13,Rodeway Inn #516283,PURCHASE,True,False,64.13,2016-11-05,Rodeway Inn #516283,REVERSAL,False,0
106159813,2016-09-15,102.14,Rodeway Inn #602775,PURCHASE,True,False,102.14,2016-09-16,Rodeway Inn #602775,REVERSAL,False,1
106159813,2016-02-14,186.34,Rodeway Inn #784818,PURCHASE,False,False,186.34,2016-02-15,Rodeway Inn #784818,REVERSAL,False,1
106159813,2016-07-05,229.3,Rodeway Inn #829626,PURCHASE,True,False,229.3,2016-07-16,Rodeway Inn #829626,REVERSAL,False,11
106159813,2016-03-05,28.29,Rodeway Inn #981618,PURCHASE,False,False,28.29,2016-03-22,Rodeway Inn #981618,REVERSAL,False,17
106159813,2016-03-31,26.38,Subway #408774,PURCHASE,True,False,26.38,2016-04-03,Subway #408774,REVERSAL,False,3
106159813,2016-04-04,137.5,Subway #674422,PURCHASE,True,False,137.5,2016-04-04,Subway #674422,REVERSAL,False,0
106159813,2016-04-23,155.4,Tim Hortons #179811,PURCHASE,True,False,155.4,2016-04-23,Tim Hortons #179811,REVERSAL,False,0
106159813,2016-07-27,227.2,Tim Hortons #829008,PURCHASE,True,False,227.2,2016-07-29,Tim Hortons #829008,REVERSAL,False,2
106159813,2016-12-25,89.55,discount.com,PURCHASE,False,False,89.55,2016-12-27,discount.com,REVERSAL,False,2
106163075,2016-04-07,342.36,South Steakhouse #485411,PURCHASE,True,False,342.36,2016-04-11,South Steakhouse #485411,REVERSAL,False,4
106358199,2016-06-16,66.5,gap.com,PURCHASE,False,False,66.5,2016-06-16,gap.com,REVERSAL,False,0
106358199,2016-06-01,37.23,sears.com,PURCHASE,False,False,37.23,2016-06-03,sears.com,REVERSAL,False,2
106900554,2016-10-24,139.3,Regal Cinemas #05791,PURCHASE,True,False,139.3,2016-10-24,Regal Cinemas #05791,REVERSAL,False,0
106905774,2016-04-20,308.02,Arbys #364155,PURCHASE,True,False,308.02,2016-04-20,Arbys #364155,REVERSAL,False,0
106905774,2016-11-04,1.99,Domino's Pizza #643319,PURCHASE,True,False,1.99,2016-11-27,Domino's Pizza #643319,REVERSAL,False,23
106905774,2016-05-09,74.51,Franks Deli,PURCHASE,True,False,74.51,2016-05-27,Franks Deli,REVERSAL,False,18
106905774,2016-03-10,100.85,Quizno's #34677,PURCHASE,True,False,100.85,2016-03-10,Quizno's #34677,REVERSAL,False,0
106905774,2016-05-26,273.52,alibaba.com,PURCHASE,False,False,273.52,2016-05-30,alibaba.com,REVERSAL,False,4
106905774,2016-04-25,47.4,discount.com,PURCHASE,False,False,47.4,2016-04-25,discount.com,REVERSAL,False,0
106905774,2016-04-29,76.67,gap.com,PURCHASE,False,False,76.67,2016-04-29,gap.com,REVERSAL,False,0
107124479,2016-05-02,197.25,Downtown Pub,PURCHASE,True,False,197.25,2016-05-04,Downtown Pub,REVERSAL,False,2
107245062,2016-07-05,75.79,Golds Gym #340253,PURCHASE,False,False,75.79,2016-07-08,Golds Gym #340253,REVERSAL,False,3
107245062,2016-07-26,46.95,alibaba.com,PURCHASE,False,False,46.95,2016-07-28,alibaba.com,REVERSAL,False,2
107245062,2016-08-13,41.69,apple.com,PURCHASE,False,False,41.69,2016-08-17,apple.com,REVERSAL,False,4
107245062,2016-12-27,272.41,apple.com,PURCHASE,False,False,272.41,2016-12-27,apple.com,REVERSAL,False,0
107245062,2016-11-06,132.83,gap.com,PURCHASE,False,False,132.83,2016-11-14,gap.com,REVERSAL,False,8
107682678,2016-07-25,876.56,EZ Putt Putt #40513,PURCHASE,True,False,876.56,2016-08-04,EZ Putt Putt #40513,REVERSAL,False,10
107682678,2016-10-14,65.15,EZ Putt Putt #551896,PURCHASE,True,False,65.15,2016-10-14,EZ Putt Putt #551896,REVERSAL,False,0
107682678,2016-09-10,81.43,EZ Putt Putt #982199,PURCHASE,True,False,81.43,2016-10-01,EZ Putt Putt #982199,REVERSAL,False,21
107682678,2016-07-17,58.53,Lyft,PURCHASE,False,False,58.53,2016-07-17,Lyft,REVERSAL,False,0
107682678,2016-01-27,89.14,Lyft,PURCHASE,False,False,89.14,2016-01-27,Lyft,REVERSAL,False,0
107682678,2016-08-05,92.84,Lyft,PURCHASE,False,False,92.84,2016-08-05,Lyft,REVERSAL,False,0
107682678,2016-02-29,122.26,Lyft,PURCHASE,False,False,122.26,2016-02-29,Lyft,REVERSAL,False,0
107682678,2016-06-07,162.88,Lyft,PURCHASE,False,False,162.88,2016-06-11,Lyft,REVERSAL,False,4
107682678,2016-06-28,82.82,Uber,PURCHASE,False,False,82.82,2016-07-27,Uber,REVERSAL,False,29
108011952,2016-05-21,581.71,EZ Putt Putt #69446,PURCHASE,True,False,581.71,2016-06-18,EZ Putt Putt #69446,REVERSAL,False,28
108011952,2016-01-14,166.53,amazon.com,PURCHASE,False,True,166.53,2016-01-16,amazon.com,REVERSAL,True,2
108011952,2016-07-23,49.55,cheapfast.com,PURCHASE,False,True,49.55,2016-07-23,cheapfast.com,REVERSAL,True,0
108300020,2016-03-02,7.65,EZ Putt Putt #40513,PURCHASE,True,False,7.65,2016-03-02,EZ Putt Putt #40513,REVERSAL,False,0
108300020,2016-05-30,164.32,Washington Post,PURCHASE,False,False,164.32,2016-06-10,Washington Post,REVERSAL,False,11
109267588,2016-05-02,28.29,Franks Pub #87366,PURCHASE,True,False,28.29,2016-05-28,Franks Pub #87366,REVERSAL,False,26
109297565,2016-08-07,614.43,apple.com,PURCHASE,False,False,614.43,2016-08-15,apple.com,REVERSAL,False,8
110360082,2016-02-08,119.82,34th BBQ #166379,PURCHASE,True,False,119.82,2016-02-12,34th BBQ #166379,REVERSAL,False,4
110426460,2016-02-29,0.05,AMC #191138,PURCHASE,True,False,0.05,2016-03-29,AMC #191138,REVERSAL,False,29
110443122,2016-02-17,172.06,Delta Airlines,PURCHASE,False,True,172.06,2016-02-17,Delta Airlines,REVERSAL,True,0
110443122,2016-06-13,103.16,Franks Pub #632075,PURCHASE,True,False,103.16,2016-07-13,Franks Pub #632075,REVERSAL,False,30
110443122,2016-05-18,386.3,Icelandic Airlines,PURCHASE,False,False,386.3,2016-05-18,Icelandic Airlines,REVERSAL,False,0
110443122,2016-11-08,86.22,McDonalds #57688,PURCHASE,True,False,86.22,2016-11-20,McDonalds #57688,REVERSAL,False,12
110443122,2016-03-26,200.08,sears.com,PURCHASE,False,False,200.08,2016-03-26,sears.com,REVERSAL,False,0
110584457,2016-05-27,254.81,Regal Cinemas #05791,PURCHASE,True,False,254.81,2016-05-27,Regal Cinemas #05791,REVERSAL,False,0
111113489,2016-07-06,364.44,AMC #128743,PURCHASE,True,False,364.44,2016-07-20,AMC #128743,REVERSAL,False,14
111113489,2016-01-31,266.03,AMC #552863,PURCHASE,True,False,266.03,2016-01-31,AMC #552863,REVERSAL,False,0
111113489,2016-10-30,253.71,AMC #606218,PURCHASE,True,False,253.71,2016-11-24,AMC #606218,REVERSAL,False,25
111113489,2016-12-10,338.02,AMC #692956,PURCHASE,True,False,338.02,2016-12-27,AMC #692956,REVERSAL,False,17
111113489,2016-09-21,70.64,AMC #706324,PURCHASE,True,False,70.64,2016-09-21,AMC #706324,REVERSAL,False,0
111113489,2016-01-07,314.18,AMC #724446,PURCHASE,True,False,314.18,2016-01-07,AMC #724446,REVERSAL,False,0
111113489,2016-06-03,13.75,EZ Putt Putt #503815,PURCHASE,True,False,13.75,2016-06-23,EZ Putt Putt #503815,REVERSAL,False,20
111113489,2016-02-20,62.32,Regal Cinemas #729464,PURCHASE,True,False,62.32,2016-02-20,Regal Cinemas #729464,REVERSAL,False,0
111203726,2016-03-20,171.38,Wall Street News,PURCHASE,False,False,171.38,2016-03-20,Wall Street News,REVERSAL,False,0
111203726,2016-04-04,187.83,alibaba.com,PURCHASE,False,False,187.83,2016-04-14,alibaba.com,REVERSAL,False,10
111203726,2016-11-10,482.14,amazon.com,PURCHASE,False,False,482.14,2016-11-19,amazon.com,REVERSAL,False,9
111524654,2016-12-05,12.31,Oklahoma City Times,PURCHASE,False,False,12.31,2016-12-15,Oklahoma City Times,REVERSAL,False,10
112053255,2016-11-21,149.89,Lyft,PURCHASE,False,False,149.89,2016-12-08,Lyft,REVERSAL,False,17
112053255,2016-04-18,132.2,apple.com,PURCHASE,False,False,132.2,2016-05-15,apple.com,REVERSAL,False,27
112053255,2016-03-10,15.34,sears.com,PURCHASE,False,False,15.34,2016-03-10,sears.com,REVERSAL,False,0
112053255,2016-11-15,148.32,staples.com,PURCHASE,False,False,148.32,2016-12-07,staples.com,REVERSAL,False,22
112078688,2016-12-20,252.82,Best Deli #329705,PURCHASE,True,False,252.82,2016-12-28,Best Deli #329705,REVERSAL,False,8
112078688,2016-08-31,72.83,Shake Shack #862124,PURCHASE,True,False,72.83,2016-08-31,Shake Shack #862124,REVERSAL,False,0
112078688,2016-04-19,211.42,Subway #902211,PURCHASE,True,False,211.42,2016-05-01,Subway #902211,REVERSAL,False,12
113104883,2016-10-17,481.11,Burger King #528699,PURCHASE,True,False,481.11,2016-11-04,Burger King #528699,REVERSAL,False,18
113991270,2016-04-17,130.14,AMC #606218,PURCHASE,True,False,130.14,2016-04-25,AMC #606218,REVERSAL,False,8
113991270,2016-08-24,152.36,EZ Putt Putt #240241,PURCHASE,False,False,152.36,2016-08-24,EZ Putt Putt #240241,REVERSAL,False,0
113991270,2016-01-06,76.83,EZ Putt Putt #755869,PURCHASE,True,False,76.83,2016-02-03,EZ Putt Putt #755869,REVERSAL,False,28
113991270,2016-07-21,35.46,South Steakhouse #253522,PURCHASE,True,False,35.46,2016-08-14,South Steakhouse #253522,REVERSAL,False,24
113991270,2016-08-15,901.27,Universe Massage #782984,PURCHASE,True,False,901.27,2016-08-15,Universe Massage #782984,REVERSAL,False,0
113991270,2016-09-05,66.76,Wendys #723429,PURCHASE,True,False,66.76,2016-09-20,Wendys #723429,REVERSAL,False,15
114698650,2016-06-24,280.39,Quizno's #958997,PURCHASE,True,False,280.39,2016-07-17,Quizno's #958997,REVERSAL,False,23
114895301,2016-02-06,8.01,Ashley Furniture,PURCHASE,True,False,8.01,2016-03-05,Ashley Furniture,REVERSAL,False,28
114895301,2016-06-09,364.6,Bobs Furniture,PURCHASE,True,False,364.6,2016-06-09,Bobs Furniture,REVERSAL,False,0
114895301,2016-09-23,371.96,Chicago News,PURCHASE,False,False,371.96,2016-10-01,Chicago News,REVERSAL,False,8
114895301,2016-08-10,4.16,Dallas Journal,PURCHASE,False,False,4.16,2016-08-30,Dallas Journal,REVERSAL,False,20
114895301,2016-03-29,26.01,Dallas Journal,PURCHASE,False,False,26.01,2016-04-22,Dallas Journal,REVERSAL,False,24
114895301,2016-04-17,64.91,Fresh Flowers,PURCHASE,False,False,64.91,2016-04-20,Fresh Flowers,REVERSAL,False,3
114895301,2016-04-28,47.9,Los Angeles News,PURCHASE,False,False,47.9,2016-05-27,Los Angeles News,REVERSAL,False,29
114895301,2016-01-26,124.66,Lyft,PURCHASE,False,False,124.66,2016-02-21,Lyft,REVERSAL,False,26
114895301,2016-06-26,221.57,Minneapolis News,PURCHASE,False,False,221.57,2016-07-04,Minneapolis News,REVERSAL,False,8
114895301,2016-11-20,166.21,NY News,PURCHASE,True,False,166.21,2016-11-20,NY News,REVERSAL,False,0
114895301,2016-08-10,753.73,NY News,PURCHASE,False,False,753.73,2016-08-23,NY News,REVERSAL,False,13
114895301,2016-11-13,192.76,Seattle News,PURCHASE,False,False,192.76,2016-11-13,Seattle News,REVERSAL,False,0
114895301,2016-11-16,122.34,Wall Street Times,PURCHASE,False,False,122.34,2016-11-30,Wall Street Times,REVERSAL,False,14
114895301,2016-10-12,73.28,Washington Times,PURCHASE,False,False,73.28,2016-10-16,Washington Times,REVERSAL,False,4
114895301,2016-09-22,129.79,West Elm,PURCHASE,True,False,129.79,2016-09-22,West Elm,REVERSAL,False,0
114895301,2016-05-05,59.07,pottery-barn.com,PURCHASE,True,False,59.07,2016-05-22,pottery-barn.com,REVERSAL,False,17
114896048,2016-08-24,14.05,Lyft,PURCHASE,False,False,14.05,2016-09-11,Lyft,REVERSAL,False,18
114896048,2016-05-20,23.38,Lyft,PURCHASE,False,False,23.38,2016-06-02,Lyft,REVERSAL,False,13
114896048,2016-01-23,614.1,Lyft,PURCHASE,False,False,614.1,2016-01-23,Lyft,REVERSAL,False,0
114896048,2016-11-10,14.72,Uber,PURCHASE,False,False,14.72,2016-12-02,Uber,REVERSAL,False,22
114896048,2016-09-14,26.58,Uber,PURCHASE,False,False,26.58,2016-10-02,Uber,REVERSAL,False,18
114896048,2016-08-10,214.9,Uber,PURCHASE,False,False,214.9,2016-09-05,Uber,REVERSAL,False,26
114896048,2016-06-28,70.3,alibaba.com,PURCHASE,False,False,70.3,2016-07-19,alibaba.com,REVERSAL,False,21
114896048,2016-12-05,6.93,amazon.com,PURCHASE,False,False,6.93,2016-12-07,amazon.com,REVERSAL,False,2
114896048,2016-04-21,0.79,ebay.com,PURCHASE,False,False,0.79,2016-04-21,ebay.com,REVERSAL,False,0
114896048,2016-02-26,200.43,gap.com,PURCHASE,False,False,200.43,2016-03-09,gap.com,REVERSAL,False,12
114896048,2016-01-26,2.7,sears.com,PURCHASE,False,False,2.7,2016-01-26,sears.com,REVERSAL,False,0
114896048,2016-08-30,53.6,sears.com,PURCHASE,False,False,53.6,2016-09-20,sears.com,REVERSAL,False,21
114896048,2016-03-14,406.17,sears.com,PURCHASE,False,False,406.17,2016-03-17,sears.com,REVERSAL,False,3
115046627,2016-01-20,266.31,gap.com,PURCHASE,False,False,266.31,2016-01-25,gap.com,REVERSAL,False,5
115204864,2016-01-02,41.19,staples.com,PURCHASE,False,False,41.19,2016-01-02,staples.com,REVERSAL,False,0
116041684,2016-05-19,172.91,Wendys #436638,PURCHASE,True,False,172.91,2016-05-19,Wendys #436638,REVERSAL,False,0
116227988,2016-06-24,3.05,Hardee's #309422,PURCHASE,True,False,3.05,2016-07-17,Hardee's #309422,REVERSAL,False,23
116227988,2016-09-19,15.33,gap.com,PURCHASE,False,False,15.33,2016-10-10,gap.com,REVERSAL,False,21
116227988,2016-02-20,46.68,sears.com,PURCHASE,False,False,46.68,2016-02-20,sears.com,REVERSAL,False,0
116227988,2016-05-09,140.16,sears.com,PURCHASE,False,False,140.16,2016-05-21,sears.com,REVERSAL,False,12
116227988,2016-01-29,93.31,target.com,PURCHASE,False,False,93.31,2016-02-20,target.com,REVERSAL,False,22
116227988,2016-07-03,209.87,target.com,PURCHASE,False,False,209.87,2016-08-01,target.com,REVERSAL,False,29
116227988,2016-01-02,146.3,walmart.com,PURCHASE,False,False,146.3,2016-01-29,walmart.com,REVERSAL,False,27
116609740,2016-06-21,194.18,Lyft,PURCHASE,False,False,194.18,2016-07-21,Lyft,REVERSAL,False,30
116609740,2016-10-04,75.76,amazon.com,PURCHASE,False,False,75.76,2016-10-22,amazon.com,REVERSAL,False,18
116866974,2016-05-31,65.23,South Steakhouse #481929,PURCHASE,True,False,65.23,2016-06-27,South Steakhouse #481929,REVERSAL,False,27
116866974,2016-02-20,398.59,Uptown Fries,PURCHASE,True,False,398.59,2016-03-04,Uptown Fries,REVERSAL,False,13
116906711,2016-10-02,40.69,Arbys #46046,PURCHASE,True,False,40.69,2016-10-23,Arbys #46046,REVERSAL,False,21
116906711,2016-02-26,25.65,Krispy Kreme #827835,PURCHASE,True,False,25.65,2016-03-18,Krispy Kreme #827835,REVERSAL,False,21
116906711,2016-01-19,47.76,Popeyes #745807,PURCHASE,True,False,47.76,2016-01-19,Popeyes #745807,REVERSAL,False,0
116906711,2016-02-14,12.29,Shake Shack #178952,PURCHASE,True,False,12.29,2016-02-18,Shake Shack #178952,REVERSAL,False,4
117231340,2016-05-07,46.78,Planet Fitness #555216,PURCHASE,True,False,46.78,2016-05-31,Planet Fitness #555216,REVERSAL,False,24
117231340,2016-07-18,172.18,Regal Cinemas #05791,PURCHASE,True,False,172.18,2016-08-12,Regal Cinemas #05791,REVERSAL,False,25
117231340,2016-07-27,6.39,alibaba.com,PURCHASE,False,False,6.39,2016-07-27,alibaba.com,REVERSAL,False,0
117231340,2016-09-19,254.7,apple.com,PURCHASE,False,False,254.7,2016-09-19,apple.com,REVERSAL,False,0
117238419,2016-07-12,104.42,KFC #304124,PURCHASE,True,False,104.42,2016-07-12,KFC #304124,REVERSAL,False,0
117360307,2016-02-27,20.06,Dinosaur Restaurant,PURCHASE,True,False,20.06,2016-03-17,Dinosaur Restaurant,REVERSAL,False,19
117640233,2016-09-01,87.66,Boston Cafe #592935,PURCHASE,True,False,87.66,2016-09-23,Boston Cafe #592935,REVERSAL,False,22
118240481,2016-09-22,228.72,walmart.com,PURCHASE,False,False,228.72,2016-10-09,walmart.com,REVERSAL,False,17
118367557,2016-12-05,110.22,Wall Street Times,PURCHASE,False,False,110.22,2016-12-16,Wall Street Times,REVERSAL,False,11
118367557,2016-08-22,95.99,amazon.com,PURCHASE,False,False,95.99,2016-09-03,amazon.com,REVERSAL,False,12
118367557,2016-10-25,160.63,amazon.com,PURCHASE,False,False,160.63,2016-11-03,amazon.com,REVERSAL,False,9
118367557,2016-01-01,5.84,apple.com,PURCHASE,False,False,5.84,2016-01-13,apple.com,REVERSAL,False,12
