customerId,merchantName,transactionDate,transAmtNunique,transAmtCnt
131781378,Boston Cafe #465229,2016-11-20,1,2
131781378,Dunkin' Donuts #144232,2016-09-10,1,2
131781378,NY BBQ,2016-12-28,1,2
131781378,South Steakhouse #335249,2016-05-09,1,2
131781378,South Steakhouse #335249,2016-07-20,1,2
131781378,South Steakhouse #335249,2016-08-30,1,2
131781378,Uptown Steakhouse,2016-02-28,1,3
132629755,Pizza Hut #730218,2016-07-12,1,2
132924394,Boston Cafe #592935,2016-05-28,1,2
132924394,Franks Pub #934222,2016-04-08,1,3
132924394,Hardee's #611074,2016-11-29,1,2
132924394,In-N-Out #131211,2016-12-19,1,2
133105237,AMC #128743,2016-01-01,1,2
133105237,AMC #191138,2016-09-30,1,2
133105237,AMC #606218,2016-07-16,1,2
133105237,EZ Putt Putt #503815,2016-06-21,1,3
133105237,EZ Putt Putt #551896,2016-11-05,1,2
133573140,LES Pizza,2016-12-21,1,2
133573140,Subway #570678,2016-04-18,1,3
134877960,South Sandwitch Bar,2016-05-10,1,2
135652205,Rodeway Inn #296366,2016-05-05,1,2
136403545,Quizno's #44090,2016-12-29,1,2
136403545,Quizno's #682482,2016-11-12,1,3
136403545,Shake Shack #444315,2016-08-22,1,2
136585823,AMC #706324,2016-08-07,1,2
136585823,EZ Putt Putt #755869,2016-09-24,1,2
136585823,NYSC #132009,2016-11-01,1,2
137196389,Domino's Pizza #702155,2016-07-30,1,2
137196389,Dunkin' Donuts #149540,2016-11-26,1,3
137196389,Hardee's #728387,2016-03-25,1,2
137196389,McDonalds #682628,2016-05-20,1,2
137196389,Popeyes #327293,2016-05-17,1,2
137196389,Popeyes #767007,2016-09-26,1,2
137196389,Starbucks #670434,2016-12-22,1,2
137196389,Subway #540372,2016-06-07,1,2
137196389,Wendys #663947,2016-06-24,1,2
137308864,AMC #74121,2016-10-04,1,2
137883103,AMC #606218,2016-08-04,1,2
137883103,AMC #74121,2016-11-12,1,2
137883103,ethanallen.com,2016-10-16,1,2
137977256,John's Bistro,2016-06-20,1,2
137977256,South Sandwitch Bar,2016-05-07,1,2
137977256,South Steakhouse #378389,2016-07-02,1,2
138016522,Hardee's #08140,2016-10-03,1,2
138016522,In-N-Out #949129,2016-11-11,1,2
138016522,Quizno's #477226,2016-07-15,1,2
138016522,Starbucks #709771,2016-05-24,1,2
139379766,Ray's Fries #61396,2016-01-03,1,2
139496385,Domino's Pizza #723721,2016-11-06,1,2
139496385,Quizno's #893831,2016-08-12,1,2
140854729,Best Deli #329705,2016-01-20,1,2
140854729,NY Deli,2016-06-29,1,2
142462254,Hardee's #300125,2016-02-17,1,2
142462254,In-N-Out #949129,2016-06-10,1,3
142462254,KFC #319578,2016-01-05,1,2
142462254,KFC #319578,2016-12-05,1,2
142462254,KFC #644496,2016-07-01,1,2
142462254,KFC #928167,2016-10-26,1,2
142462254,McDonalds #409846,2016-06-26,1,2
142462254,Quizno's #205329,2016-06-01,1,2
144105109,Shell Repair,2016-08-19,1,2
145276109,Washington News,2016-05-15,1,2
145553096,Cinnabon #525536,2016-12-28,1,2
145919011,AMC #552863,2016-10-21,1,2
148207119,South Restaurant,2016-05-22,1,2
148847378,Universe Massage #746021,2016-08-14,1,2
148963316,AMC #145832,2016-11-21,1,2
148963316,EZ Putt Putt #40513,2016-07-08,1,2
148963316,EZ Putt Putt #69446,2016-10-01,1,2
148963316,NY Deli,2016-10-20,1,2
149231831,EZ Putt Putt #755869,2016-10-21,1,2
150202520,Taco Bell #387464,2016-05-15,1,2
151580474,AMC #128743,2016-06-02,1,2
151580474,AMC #128743,2016-07-20,1,2
151580474,AMC #692956,2016-01-18,1,2
151580474,AMC #74121,2016-05-26,1,3
151580474,AMC #74121,2016-09-27,1,2
151580474,AMC #74121,2016-11-05,1,3
151580474,EZ Putt Putt #40513,2016-08-30,1,2
151580474,EZ Putt Putt #40513,2016-10-08,1,2
151580474,EZ Putt Putt #503815,2016-11-19,1,3
151580474,EZ Putt Putt #755869,2016-12-23,1,2
151580474,Regal Cinemas #05791,2016-02-27,1,2
152131869,Taco Bell #719034,2016-11-24,1,2
152249502,AMC #145832,2016-05-17,1,2
152249502,AMC #606218,2016-02-21,1,2
152249502,EZ Putt Putt #69446,2016-12-10,1,3
152249502,EZ Putt Putt #804489,2016-10-08,1,2
152973583,Arbys #149797,2016-03-26,1,2
152973583,Arbys #375120,2016-08-26,1,2
152973583,Auntie Anne's #08360,2016-11-29,1,2
152973583,Burger King #591714,2016-11-16,1,2
152973583,Burger King #968126,2016-02-19,1,2
152973583,Domino's Pizza #163814,2016-07-31,1,2
152973583,Hardee's #73764,2016-06-21,1,2
152973583,In-N-Out #599902,2016-10-18,1,2
152973583,In-N-Out #605436,2016-06-19,1,2
152973583,KFC #583688,2016-08-10,1,2
152973583,Krispy Kreme #922413,2016-03-23,1,2
152973583,Popeyes #327472,2016-12-06,1,3
152973583,Popeyes #344053,2016-04-28,1,2
152973583,South Steakhouse #157238,2016-07-27,1,2
152973583,Subway #706382,2016-08-09,1,2
152973583,Wendys #123727,2016-03-20,1,2
155303477,AMC #145832,2016-10-13,1,2
155303477,AMC #552863,2016-06-18,1,2
155303477,AMC #606218,2016-08-07,1,3
155303477,AMC #79863,2016-07-25,1,3
158904080,Annies Fries,2016-07-07,1,2
158904080,John's Cafe,2016-03-12,1,2
158904080,NY Deli,2016-03-09,1,3
159073268,LES Pizza,2016-05-13,1,2
159455553,Auntie Anne's #676813,2016-11-24,1,2
159489658,AMC #692956,2016-03-01,1,2
159489658,Universe Massage #763717,2016-08-06,1,2
159967185,Hardee's #589037,2016-03-30,1,2
160718452,Regal Cinemas #729464,2016-06-16,1,2
161052753,John's Bistro,2016-05-17,1,2
161052753,Rodeway Inn #684855,2016-03-27,1,2
161052753,Rodeway Inn #784818,2016-01-04,1,2
162489232,Downtown Pub,2016-04-15,1,2
162489232,Franks Pub #755509,2016-02-13,1,2
162489232,Ray's Fries #153092,2016-01-18,1,2
163266880,Hardee's #758387,2016-11-24,1,3
163871922,AMC #606218,2016-10-16,1,2
163871922,Hardee's #655419,2016-07-24,1,2
164348061,Ray's Fries #745083,2016-05-27,1,3
165171769,EZ Putt Putt #804489,2016-07-07,1,3
165367773,South Steakhouse #73819,2016-05-23,1,3
165608964,Arbys #46046,2016-11-05,1,2
165608964,Arbys #528925,2016-06-09,1,2
165980878,Fast Tire,2016-11-28,1,2
167516815,In-N-Out #983418,2016-04-30,1,2
167516815,McDonalds #458640,2016-08-12,1,2
167830614,EZ Putt Putt #755869,2016-02-04,1,2
168201692,Convenient Tire,2016-11-03,1,2
169356219,Auntie Anne's #324440,2016-07-12,1,2
169356219,In-N-Out #811300,2016-05-14,1,2
169356219,KFC #383929,2016-03-22,1,3
170063222,AMC #145832,2016-01-12,1,2
170063222,AMC #79863,2016-12-16,1,2
171130000,Universe Massage #396482,2016-10-26,1,2
171313636,Wendys #622084,2016-06-13,1,3
171684236,Rodeway Inn #910148,2016-06-13,1,2
172230695,Arbys #332223,2016-06-27,1,3
172230695,Domino's Pizza #559084,2016-02-19,1,2
172230695,Domino's Pizza #614822,2016-06-21,1,2
172230695,KFC #04517,2016-07-31,1,2
172230695,KFC #150863,2016-05-29,1,2
172230695,KFC #188445,2016-05-08,1,2
172230695,KFC #339788,2016-11-28,1,2
172230695,KFC #524311,2016-03-22,1,2
172230695,Krispy Kreme #340971,2016-03-05,1,2
172230695,Pizza Hut #909869,2016-07-10,1,2
172230695,Quizno's #44090,2016-03-12,1,2
172230695,Subway #580533,2016-02-01,1,2
174596933,Regal Cinemas #05791,2016-08-26,1,2
174821471,Best Bistro #44077,2016-10-24,1,2
174821471,Downtown BBQ,2016-03-24,1,2
174821471,Franks Pub #934222,2016-11-02,1,2
174821471,In-N-Out #605436,2016-03-18,1,2
174821471,John's Cafe,2016-05-14,1,2
176149473,Fast Tire,2016-07-22,1,2
176352838,Hilton Hotels #46842,2016-05-20,1,2
176352838,Rodeway Inn #368799,2016-06-26,1,2
178342648,NY Deli,2016-10-08,1,2
179444858,Shake Shack #174098,2016-02-11,1,2
179445117,Quizno's #349753,2016-12-14,1,2
181279868,1st Restaurant,2016-07-07,1,2
181877220,Arbys #668298,2016-08-24,1,2
181877220,Hyatt House #103613,2016-06-20,1,2
181877220,Hyatt House #691218,2016-06-20,1,2
187912273,AMC #145832,2016-07-24,1,2
187912273,AMC #706324,2016-04-03,1,3
189038342,Franks Sandwitch Bar,2016-02-29,1,2
189038342,Wall Street News,2016-09-10,1,2
189367344,EZ Putt Putt #804489,2016-05-06,1,2
189872946,Five Guys #397846,2016-07-17,1,2
190296648,Wendys #14150,2016-12-24,1,2
191623743,Arbys #500701,2016-09-21,1,2
191623743,Quizno's #965967,2016-10-24,1,2
191623743,Wendys #146358,2016-10-06,1,2
192118573,Cinnabon #415884,2016-03-26,1,2
192118573,Northtown Salon,2016-10-03,1,2
192118573,Universe Massage #782984,2016-05-15,1,3
192242598,Ricks Repair,2016-07-25,1,2
192620654,Universe Massage #70014,2016-11-16,1,2
192849454,AMC #191138,2016-01-11,1,2
192849454,AMC #552863,2016-02-24,1,2
192849454,AMC #706324,2016-06-05,1,2
192849454,EZ Putt Putt #40513,2016-03-12,1,2
192849454,EZ Putt Putt #503815,2016-08-08,1,2
192849454,EZ Putt Putt #69446,2016-02-16,1,2
192849454,EZ Putt Putt #69446,2016-04-13,1,2
192849454,EZ Putt Putt #69446,2016-10-24,1,2
192849454,EZ Putt Putt #804489,2016-06-09,1,2
192849454,EZ Putt Putt #804489,2016-10-26,1,2
192946519,Domino's Pizza #868200,2016-08-07,1,2
192946519,Five Guys #970282,2016-12-09,1,2
192946519,Hardee's #102912,2016-06-29,1,2
192946519,Hardee's #611074,2016-03-13,1,3
192946519,In-N-Out #422833,2016-05-14,1,2
192946519,KFC #04517,2016-10-22,1,2
192946519,KFC #791382,2016-05-28,1,2
192946519,Subway #843568,2016-01-09,1,3
193233194,Domino's Pizza #773918,2016-03-26,1,2
193467099,AMC #128743,2016-03-22,1,2
193792785,John's Cafe,2016-09-12,1,2
195054516,AMC #145832,2016-10-22,1,2
195054516,EZ Putt Putt #755869,2016-11-14,1,2
195054516,Regal Cinemas #276341,2016-12-29,1,2
195054516,Regal Cinemas #729464,2016-05-26,1,3
195117648,West Elm,2016-02-13,1,2
196495660,Auntie Anne's #984663,2016-07-28,1,3
197397605,Hilton Hotels #780295,2016-02-22,1,2
197397605,Renaissance Hotel #81852,2016-06-30,1,3
197493464,Hardee's #661648,2016-04-21,1,2
198092241,Bobs Furniture,2016-08-24,1,2
198092241,Pottery Barn,2016-06-28,1,2
198092241,Rove Concepts,2016-07-02,1,3
198092241,West Elm,2016-06-05,1,2
198092241,Williams Sonoma,2016-08-01,1,2
198092241,ikea.com,2016-07-11,1,2
198092241,pottery-barn.com,2016-12-17,1,2
198092241,westelm.com,2016-03-30,1,2
198092241,westelm.com,2016-05-21,1,2
198092241,williamssonoma.com,2016-09-23,1,2
198825526,Quizno's #604182,2016-02-03,1,2
199907256,Cinnabon #356839,2016-03-26,1,2
201216048,34th BBQ #192302,2016-01-27,1,2
201216048,Downtown Pub,2016-10-09,1,2
201532569,LES Pizza,2016-11-12,1,2
202589182,Auntie Anne's #366430,2016-07-05,1,2
202589182,Best Deli #316476,2016-12-02,1,2
202589182,Merchants Auto Body,2016-06-24,1,2
202589182,Renaissance Hotel #628831,2016-09-06,1,2
202589182,Shake Shack #655724,2016-12-01,1,2
205107530,AMC #128743,2016-03-22,1,2
205107530,AMC #128743,2016-10-06,1,2
205107530,AMC #191138,2016-03-06,1,2
205107530,AMC #552863,2016-02-15,1,2
205408589,1st Sandwitch Bar #941288,2016-08-18,1,2
205681025,AMC #79863,2016-07-20,1,2
205958966,Holiday Inn,2016-06-22,1,2
205958966,Rodeway Inn #129967,2016-12-26,1,2
205958966,Rodeway Inn #166841,2016-06-04,1,2
206235398,AMC #692956,2016-08-26,1,2
206235398,EZ Putt Putt #40513,2016-06-25,1,2
206235398,Starbucks #605722,2016-11-14,1,2
206235398,Wendys #911487,2016-03-09,1,2
206349658,West End Beauty #26875,2016-01-09,1,2
206938791,South Steakhouse #879581,2016-04-09,1,2
206973583,AMC #606218,2016-02-11,1,2
206973583,AMC #692956,2016-05-07,1,2
206973583,AMC #706324,2016-06-29,1,2
206973583,EZ Putt Putt #755869,2016-08-20,1,2
206973583,EZ Putt Putt #755869,2016-11-30,1,2
206973583,EZ Putt Putt #982199,2016-06-08,1,2
206973583,Franks Restaurant,2016-04-27,1,2
206973583,Merchants Auto Body,2016-05-21,1,2
207720674,Krispy Kreme #77847,2016-12-02,1,2
207720674,Krispy Kreme #999391,2016-09-24,1,2
207720674,Subway #738686,2016-05-29,1,2
207720674,Universe Massage #710883,2016-07-14,1,2
208319653,AMC #606218,2016-04-09,1,2
208319653,Convenient Auto Services,2016-12-14,1,2
208319653,Convenient Repair,2016-01-03,1,2
208319653,EZ Putt Putt #240241,2016-01-02,1,2
208319653,EZ Putt Putt #503815,2016-04-07,1,2
208319653,EZ Putt Putt #69446,2016-12-19,1,2
208319653,EZ Putt Putt #804489,2016-03-26,1,2
208319653,EZ Putt Putt #804489,2016-11-26,1,3
208319653,Fast Auto Services,2016-11-23,1,2
208319653,Fast Auto Services,2016-11-24,1,2
208319653,Merchants Tire,2016-12-15,1,2
208319653,Regal Cinemas #729464,2016-06-12,1,2
208319653,Shell Auto Body,2016-12-17,1,2
208319653,Washington Auto Body,2016-08-14,1,3
208319653,Washington Repair,2016-01-30,1,2
208923447,1st Restaurant,2016-03-05,1,2
208923447,Franks Pub #755509,2016-05-04,1,2
208923447,South Steakhouse #879581,2016-09-27,1,3
208925289,Shake Shack #78881,2016-10-15,1,2
208925289,West End Beauty #380339,2016-08-07,1,3
208966508,AMC #552863,2016-07-14,1,2
210332884,1st Pub,2016-11-22,1,2
210913082,Burger King #446273,2016-10-22,1,2
210913082,Five Guys #510989,2016-02-13,1,2
210913082,In-N-Out #113467,2016-02-23,1,2
210913082,Quizno's #326636,2016-12-23,1,2
210913082,Quizno's #691365,2016-05-30,1,2
210913082,Subway #138388,2016-12-10,1,2
211726796,In-N-Out #27394,2016-06-12,1,2
211726796,Shell Repair,2016-11-08,1,2
211726796,Starbucks #442581,2016-12-06,1,2
211846997,AMC #74121,2016-04-18,1,2
213814397,AMC #79863,2016-08-13,1,2
213814397,EZ Putt Putt #240241,2016-02-26,1,2
214128808,Universe Massage #804502,2016-03-24,1,3
215089664,Eazy Repair,2016-11-05,1,3
215089664,Eazy Tire,2016-05-15,1,2
215089664,Ricks Repair,2016-05-12,1,2
215089664,Shell Auto Body,2016-08-12,1,2
215810568,Franks Pub #86033,2016-03-13,1,2
215810568,South BBQ,2016-11-09,1,2
215810568,South Steakhouse #879581,2016-02-13,1,2
217675380,Golds Gym #546595,2016-09-05,1,2
217675380,Merchants Auto Services,2016-02-04,1,2
217675380,Washington Repair,2016-10-23,1,2
218042811,Franks Pub #960098,2016-12-27,1,2
219939786,South Steakhouse #335249,2016-07-25,1,2
221213392,Dinosaur Restaurant,2016-11-22,1,2
221213392,Starbucks #377528,2016-07-04,1,2
221636972,AMC #191138,2016-10-24,1,3
221636972,AMC #74121,2016-08-13,1,2
222265414,Boston Cafe #105215,2016-06-25,1,2
222396921,McDonalds #853700,2016-02-18,1,2
223406813,AMC #191138,2016-03-01,1,2
223465188,Rodeway Inn #599249,2016-03-30,1,2
224362721,Popeyes #344053,2016-08-21,1,3
224530998,Merchants Auto Services,2016-09-03,1,2
224530998,Ricks Repair,2016-05-12,1,2
224530998,Wall Street News,2016-05-09,1,2
224530998,Washington Tire,2016-05-18,1,2
225678947,1st Deli,2016-11-27,1,2
225678947,1st Sandwitch Bar #772439,2016-11-21,1,2
225678947,34th Bistro,2016-09-15,1,2
225678947,34th Pub,2016-01-21,1,2
225678947,34th Pub,2016-03-19,1,2
225678947,AMC #692956,2016-09-01,1,2
225678947,AMC #74121,2016-01-22,1,2
225678947,Boston Diner,2016-06-10,1,2
225678947,Dinosaur Sandwitch Bar #160554,2016-05-29,1,2
225678947,Dinosaur Sandwitch Bar #160554,2016-08-19,1,2
225678947,Dinosaur Sandwitch Bar #303701,2016-01-20,1,2
225678947,Domino's Pizza #212562,2016-01-28,1,2
225678947,Domino's Pizza #429599,2016-11-23,1,2
225678947,Downtown BBQ,2016-06-27,1,2
225678947,EZ Putt Putt #40513,2016-05-21,1,2
225678947,EZ Putt Putt #804489,2016-06-21,1,2
225678947,EZ Putt Putt #804489,2016-11-20,1,2
225678947,Franks Pub #632075,2016-08-26,1,2
225678947,Hardee's #421386,2016-12-04,1,2
225678947,Hardee's #611074,2016-04-08,1,2
225678947,In-N-Out #354119,2016-04-30,1,2
225678947,NY BBQ,2016-02-01,1,2
225678947,Pizza Hut #909869,2016-09-15,1,2
225678947,Quizno's #357998,2016-02-01,1,2
225678947,South Steakhouse #157238,2016-05-09,1,2
225678947,South Steakhouse #253522,2016-06-13,1,2
225678947,South Steakhouse #253522,2016-08-29,1,2
225678947,South Steakhouse #73819,2016-12-27,1,2
225678947,South Steakhouse #879581,2016-03-09,1,2
225678947,Wendys #192176,2016-10-29,1,2
225820405,Auntie Anne's #39331,2016-02-18,1,2
226484659,Boston Pub,2016-09-21,1,2
226523817,AMC #692956,2016-08-22,1,2
226523817,AMC #706324,2016-08-04,1,2
226523817,AMC #724446,2016-09-18,1,2
226523817,AMC #74121,2016-12-23,1,3
226523817,EZ Putt Putt #240241,2016-01-01,1,2
226523817,EZ Putt Putt #551896,2016-06-16,1,2
226523817,EZ Putt Putt #69446,2016-06-12,1,2
226523817,EZ Putt Putt #755869,2016-06-05,1,2
226523817,EZ Putt Putt #982199,2016-12-18,1,2
226523817,Regal Cinemas #05791,2016-12-23,1,2
226523817,Regal Cinemas #276341,2016-02-16,1,2
226812758,Burger King #948394,2016-08-07,1,2
228106650,Popeyes #832748,2016-11-28,1,2
228317870,Washington News,2016-05-16,1,2
230752735,In-N-Out #354119,2016-06-30,1,2
231006465,AMC #74121,2016-02-06,1,2
231006465,Regal Cinemas #729464,2016-06-17,1,2
231006465,Rodeway Inn #869467,2016-06-10,1,2
232818569,KFC #383929,2016-05-12,1,2
233205030,Cinnabon #228886,2016-02-16,1,2
233205030,Hilton Hotels #89655,2016-01-17,1,2
234180315,AMC #606218,2016-03-26,1,2
234180315,South Restaurant,2016-06-07,1,2
236923795,AMC #145832,2016-02-10,1,2
236923795,AMC #606218,2016-04-02,1,2
236923795,AMC #606218,2016-10-11,1,2
236923795,AMC #692956,2016-05-05,1,2
236923795,EZ Putt Putt #40513,2016-01-12,1,2
236923795,EZ Putt Putt #755869,2016-11-12,1,2
239776910,AMC #191138,2016-06-03,1,2
240045685,Cinnabon #598579,2016-07-16,1,2
240063332,Dairy Queen #216016,2016-10-10,1,2
240360270,AMC #724446,2016-09-05,1,2
240966299,AMC #706324,2016-02-29,1,2
240966299,Franks Pub #53336,2016-04-07,1,2
241348105,AMC #128743,2016-07-31,1,3
241348105,EZ Putt Putt #503815,2016-03-31,1,3
241348105,West End Beauty #317515,2016-02-19,1,2
241801609,Washington Times,2016-03-27,1,2
242224784,Best Deli #109276,2016-06-17,1,2
242224784,Franks Pub #86033,2016-03-30,1,2
242224784,LES Pizza,2016-01-19,1,3
242224784,Uptown Cafe,2016-02-01,1,2
242561698,Hardee's #533765,2016-01-04,1,2
243081601,EZ Putt Putt #982199,2016-05-10,1,2
243168614,AMC #552863,2016-02-15,1,2
243729495,Chicago News,2016-07-15,1,2
244013771,Hardee's #918765,2016-08-28,1,2
244013771,Renaissance Hotel #372905,2016-12-30,1,2
244013771,Wendys #348172,2016-07-12,1,2
244714290,Shake Shack #444315,2016-03-30,1,2
245118458,Boston Cafe #105215,2016-07-04,1,2
245632880,Universe Massage #126753,2016-12-04,1,2
245950940,EZ Putt Putt #804489,2016-08-15,1,2
246251253,AMC #74121,2016-07-22,1,2
246251253,Arbys #120948,2016-01-21,1,3
246251253,Auntie Anne's #315400,2016-02-18,1,2
246251253,Auntie Anne's #583560,2016-06-14,1,2
246251253,Dairy Queen #568734,2016-01-13,1,2
246251253,Domino's Pizza #458365,2016-09-25,1,2
246251253,Hardee's #696425,2016-05-05,1,2
246251253,Hardee's #74921,2016-05-10,1,2
246251253,Hardee's #854553,2016-11-20,1,2
246251253,In-N-Out #683809,2016-11-28,1,2
246251253,In-N-Out #811300,2016-12-11,1,3
246251253,KFC #150863,2016-02-07,1,3
246251253,KFC #173696,2016-01-19,1,2
246251253,Krispy Kreme #420031,2016-09-02,1,2
246251253,Krispy Kreme #491287,2016-05-11,1,3
246251253,McDonalds #343653,2016-01-13,1,2
246251253,Northtown Beauty,2016-03-14,1,2
246251253,Pizza Hut #337495,2016-07-20,1,2
246251253,Popeyes #255909,2016-06-01,1,2
246251253,Popeyes #279732,2016-09-03,1,2
246251253,Popeyes #715524,2016-03-17,1,2
246251253,Popeyes #996859,2016-12-19,1,2
246251253,Quizno's #491822,2016-03-08,1,2
246251253,Shake Shack #124891,2016-09-09,1,2
246251253,Shake Shack #862124,2016-11-09,1,2
246251253,Starbucks #293687,2016-01-23,1,2
246251253,Starbucks #377528,2016-11-09,1,2
246251253,Subway #174224,2016-11-24,1,2
246251253,Subway #652141,2016-07-24,1,2
246251253,Subway #93471,2016-10-19,1,2
246251253,Tim Hortons #846502,2016-08-12,1,2
246251253,Universe Massage #859227,2016-05-11,1,2
246251253,Wendys #123727,2016-05-13,1,2
246251253,Wendys #731740,2016-05-31,1,2
246354157,Popeyes #996859,2016-12-06,1,2
247197738,Wendys #06489,2016-11-20,1,2
247291810,McDonalds #409846,2016-06-21,1,2
247291810,Pizza Hut #527039,2016-05-11,1,2
247755539,Arbys #09582,2016-08-18,1,2
247909104,EZ Putt Putt #755869,2016-04-12,1,2
247973250,Universe Massage #534124,2016-11-27,1,2
247992574,AMC #128743,2016-08-29,1,2
247992574,AMC #79863,2016-10-23,1,3
248663206,34th BBQ #436606,2016-05-08,1,2
248663206,34th Pub,2016-12-28,1,2
248663206,Auntie Anne's #579144,2016-04-26,1,2
248663206,Downtown BBQ,2016-05-08,1,2
248663206,Franks Pub #86033,2016-07-23,1,3
248663206,KFC #379295,2016-07-20,1,2
248663206,Krispy Kreme #80692,2016-10-07,1,2
248663206,Merchants Tire,2016-11-30,1,3
248663206,Ray's Fries #745083,2016-10-23,1,3
248663206,South BBQ,2016-02-10,1,2
248663206,South Steakhouse #73819,2016-10-07,1,2
249676988,KFC #608952,2016-01-03,1,2
249676988,Renaissance Hotel #600476,2016-02-12,1,2
249676988,Rodeway Inn #446090,2016-11-10,1,2
250542383,Dinosaur Sandwitch Bar #249717,2016-08-14,1,2
251194253,South Cafe,2016-10-23,1,2
251194253,South Steakhouse #378389,2016-05-26,1,2
251706353,South Steakhouse #879581,2016-09-18,1,2
253392933,Domino's Pizza #412367,2016-03-30,1,2
253392933,Krispy Kreme #518033,2016-07-31,1,2
253508360,1st Sandwitch Bar #396252,2016-05-19,1,2
253508360,1st Sandwitch Bar #801388,2016-01-27,1,2
253508360,34th Bistro,2016-11-23,1,2
253508360,34th Diner,2016-10-27,1,3
253508360,Annies Fries,2016-10-14,1,2
253508360,Best Deli #100511,2016-10-12,1,3
253508360,Boston Pub,2016-02-24,1,2
253508360,Dinosaur Sandwitch Bar #160554,2016-03-23,1,2
253508360,Franks Pub #87366,2016-06-21,1,2
253508360,Franks Pub #960098,2016-01-02,1,3
253508360,John's Cafe,2016-04-23,1,2
253508360,Ray's Fries #312615,2016-04-26,1,2
253508360,South Sandwitch Bar,2016-10-09,1,2
253508360,Uptown Cafe,2016-05-08,1,2
254585669,Auntie Anne's #15678,2016-02-21,1,2
254585669,Domino's Pizza #429599,2016-01-06,1,2
254585669,Tim Hortons #726208,2016-06-22,1,2
255139921,Best Fries,2016-12-11,1,2
255139921,In-N-Out #948343,2016-03-11,1,2
256531139,Renaissance Hotel #600476,2016-05-04,1,2
256583918,Bobs Furniture,2016-03-06,1,3
256583918,Burger King #884292,2016-01-02,1,2
256583918,Domino's Pizza #458365,2016-09-25,1,2
256583918,EZ Putt Putt #69446,2016-04-20,1,2
256583918,Five Guys #860918,2016-02-20,1,2
256583918,KFC #887740,2016-04-19,1,2
256583918,Wendys #34268,2016-09-26,1,2
258062799,South BBQ,2016-12-08,1,2
258271486,Arbys #637287,2016-10-08,1,2
258271486,Auntie Anne's #987221,2016-12-28,1,2
